Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
40,41,11,77,PHULSARA
40,41,11,86,SINGHAJHULI
40,41,11,94,SUKPUKHURIA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,41,23,,JHIKARGACHHA
40,41,23,25,BANKRA UNION
40,41,23,29,GANGANANDAPUR
40,41,23,35,GADKHALI
40,41,23,41,HAJIRBAGH
40,41,23,47,JHIKARGACHHA
40,41,23,53,MAGURA
40,41,23,59,NABHARAN
40,41,23,65,NIBASKHOLA
40,41,23,71,PANISARA
40,41,23,83,SHANKARPUR
40,41,23,89,SHIMULIA
40,41,38,,KESHABPUR
40,41,38,17,BIDYANANDAKATI
40,41,38,19,GAURIGHONA
40,41,38,28,KESHABPUR
40,41,38,38,MAJIDPUR
40,41,38,47,MANGALKOT
40,41,38,57,PANJIA
40,41,38,66,SAGARDARI
40,41,38,76,SUFALAKATI
40,41,38,85,TRIMOHINI
40,41,47,,JESSORE SADAR
40,41,47,10,ARABPUR
40,41,47,11,BASUNDIA
40,41,47,23,CHANCHRA
40,41,47,29,CHURAMANKATI
40,41,47,35,DIARA
40,41,47,41,FATHEHPUR
40,41,47,47,HAIBATPUR
40,41,47,53,ICHHALI
40,41,47,65,KASHIMPUR
40,41,47,71,KACHUA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,41,47,77,LEBUTALA
40,41,47,83,NARENDRAPUR
40,41,47,89,NOAPARA
40,41,47,92,RAMNAGAR
40,41,47,95,UPASAHAR
40,41,47,98,JESSORE CANTONMENT
40,41,61,,MANIRAMPUR
40,41,61,10,BHOJGATI
40,41,61,11,CHALUAHATI
40,41,61,16,DHAKURIA
40,41,61,22,DURBADANGA
40,41,61,27,HARIDASKATI
40,41,61,33,HARIHARNAGAR
40,41,61,39,JHANPA
40,41,61,44,KASHIMNAGAR
40,41,61,50,KHANPUR
40,41,61,55,KHEDA PARA
40,41,61,61,KULTIA
40,41,61,67,MANIRAMPUR
40,41,61,72,MANOHARPUR
40,41,61,78,MASWIMNAGAR
40,41,61,83,NEHALPUR
40,41,61,89,ROHITA
40,41,61,94,SHYAMKUR
40,41,90,,SHARSHA
40,41,90,13,BAGACHRA
40,41,90,17,BAHADURPUR
40,41,90,25,BENAPOLE
40,41,90,34,DIHI
40,41,90,43,GOGA
40,41,90,51,KAYBA
40,41,90,60,LAKSHMANPUR
40,41,90,69,NIZAMPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,41,90,77,PUTKHALI
40,41,90,86,SHARSHA
40,41,90,94,ULASHI
40,44,,,JHENAIDAH
40,44,14,,HARINAKUNDA
40,44,14,10,BHAYNA
40,44,14,21,CHANDPUR
40,44,14,31,DAULATPUR
40,44,14,42,PHALSI
40,44,14,52,JORADAHA
40,44,14,63,KAPASHATI
40,44,14,73,RAGHUNATHPUR
40,44,14,84,TAHERHUDA
40,44,19,,JHENAIDAH SADAR
40,44,19,11,DOGACHHI
40,44,19,13,FURSANDI
40,44,19,15,GANNA
40,44,19,21,GHORSHAL
40,44,19,26,HALIDHANI
40,44,19,31,HARISHANKARPUR
40,44,19,42,KALICHARANPUR
40,44,19,47,KUMRABARIA
40,44,19,52,MADHUHATI
40,44,19,58,MOHARAJPUR
40,44,19,63,NALDANGA
40,44,19,68,PADMAKAR
40,44,19,73,PAGLAKANAI
40,44,19,79,PORAHATI
40,44,19,84,SAGANNA
40,44,19,89,SADHUHATI
40,44,19,94,SURAT
40,44,33,,KALIGANJ
40,44,33,10,BARA BAZAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,44,33,20,JAMAL
40,44,33,33,SUNDARPUR DURGAPUR
40,44,33,40,KASHTABHANGA
40,44,33,47,KOLA
40,44,33,54,MALIAT
40,44,33,61,NIAMATPUR
40,44,33,74,ROYGRAM
40,44,33,81,RAKHALGACHHI
40,44,33,88,SIMLA ROKONPUR
40,44,33,94,TRILOCHANPUR
40,44,42,,KOTCHANDPUR
40,44,42,13,BALUHAR
40,44,42,27,DORA
40,44,42,40,ELANGI
40,44,42,67,KUSHNA
40,44,42,81,SABDALPUR
40,44,71,,MAHESHPUR
40,44,71,10,AZAMPUR
40,44,71,11,BANSHBARIA
40,44,71,17,FATEHPUR
40,44,71,23,JADABPUR
40,44,71,29,KAZIRBER
40,44,71,35,MANDERBARI
40,44,71,53,NATIMA
40,44,71,59,NEPA
40,44,71,65,PANTHA PARA
40,44,71,77,SHYAMKUR
40,44,71,83,S.K.B.
40,44,71,89,SWARUPPUR
40,44,80,,SHAILKUPA
40,44,80,10,ABAIPUR
40,44,80,12,BAGURA
40,44,80,18,DHALHARA CHANDRA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,44,80,25,DIGNAGAR
40,44,80,31,DUDHSAR
40,44,80,37,MANOHARPUR
40,44,80,44,FULHARI
40,44,80,50,HAKIMPUR
40,44,80,56,KANCHERKOL
40,44,80,63,MIRZAPUR
40,44,80,69,NITYANANDAPUR
40,44,80,75,SARUTIA
40,44,80,88,TRIBENI
40,44,80,94,UMEDPUR
40,47,,,KHULNA
40,47,12,,BATIAGHATA
40,47,12,11,AMIRPUR
40,47,12,23,BALIADANGA
40,47,12,35,BATIAGHATA
40,47,12,47,BHANDERKOTE
40,47,12,59,GANGARAMPUR
40,47,12,71,JALMA
40,47,12,83,SURKHALI
40,47,17,,DACOPE
40,47,17,10,BAJUA
40,47,17,13,BANISHANTA
40,47,17,21,LAUDUBI
40,47,17,42,DACOPE
40,47,17,52,KAILASGANJ
40,47,17,63,KAMARKHOLA
40,47,17,69,PANKHALI
40,47,17,73,SUTARKHALI
40,47,17,84,TILDANGA
40,47,17,97,KHULNA RANGE
40,47,21,,DAULATPUR
40,47,21,10,ARANGHATA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,47,30,,DUMURIA
40,47,30,11,ATLIA UNION
40,47,30,13,BHANDAR PARA
40,47,30,20,DHAMALIA
40,47,30,27,DUMURIA
40,47,30,33,GUTUDIA
40,47,30,40,KHARNIA
40,47,30,47,MAGURKHALI
40,47,30,54,MAGURAGHONA
40,47,30,61,RAGHUNATHPUR
40,47,30,67,RANGPUR
40,47,30,74,RUDAGHARA
40,47,30,81,SAHAS
40,47,30,88,SARAPPUR
40,47,30,94,SOBHANA
40,47,40,,DIGHALIA
40,47,40,17,BARAKPUR
40,47,40,57,DIGHALIA
40,47,40,66,GAZIR HAT
40,47,40,85,SENHATI
40,47,48,,KHAN JAHAN ALI
40,47,48,19,ATRA GILATALA
40,47,48,75,JUGIPOLE
40,47,53,,KOYRA
40,47,53,10,AMADI
40,47,53,11,BAGALI
40,47,53,22,DAKSHIN BEDKASHI
40,47,53,55,KOYRA
40,47,53,72,MAHARAJPUR
40,47,53,78,MAHESHWARIPUR
40,47,53,94,UTTAR BEDKASHI
40,47,64,,PAIKGACHHA
40,47,64,16,CHANDKHALI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,47,64,27,DELUTI
40,47,64,33,GADAIPUR
40,47,64,39,GARUIKHALI
40,47,64,44,HARIDHALI
40,47,64,50,KAPILMUNI
40,47,64,61,LASKAR
40,47,64,67,LATA
40,47,64,83,RARULI
40,47,64,89,SHOLADANA
40,47,69,,PHULTALA
40,47,69,38,DAMODAR
40,47,69,57,JAMIRA
40,47,69,76,PHULTALA
40,47,75,,RUPSA
40,47,75,13,AIJGANTI
40,47,75,27,GHATBHOGH
40,47,75,54,NAIHATI
40,47,75,67,SREEFALTALA
40,47,75,81,T. S. BAHIRDIA
40,47,94,,TEROKHADA
40,47,94,13,AJUGARA
40,47,94,27,BARASAT
40,47,94,40,MADHUPUR
40,47,94,54,SACHIADAH
40,47,94,67,SAGLADAH
40,47,94,81,TEROKHADA
40,50,,,KUSHTIA
40,50,15,,BHERAMARA
40,50,15,13,BAHADURPUR
40,50,15,27,BAHIR CHAR
40,50,15,40,CHANDGRAM
40,50,15,54,DHARAMPUR
40,50,15,67,JUNIADAHA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,50,15,81,MOKARIMPUR
40,50,39,,DAULATPUR
40,50,39,11,ADABARIA
40,50,39,13,ARIA
40,50,39,20,BOALIA
40,50,39,27,CHILMARI
40,50,39,33,DAULATPUR
40,50,39,40,HOGALBARIA
40,50,39,47,KHALISHAKUNDI
40,50,39,54,MARICHA
40,50,39,61,MATHURAPUR
40,50,39,67,PEARPUR
40,50,39,74,PHILIPNAGAR
40,50,39,81,PRAYAGPUR
40,50,39,88,RAMKRISHNAPUR
40,50,39,94,REFAYETPUR
40,50,63,,KHOKSA
40,50,63,17,AMBARIA
40,50,63,25,BETBARIA
40,50,63,31,GOPAGRAM
40,50,63,37,JANIPUR
40,50,63,43,JAYANTI HAJRA
40,50,63,47,KHOKSA
40,50,63,57,OSMANPUR
40,50,63,71,SAMASPUR
40,50,63,77,SHIMULIA
40,50,71,,KUMARKHALI
40,50,71,16,BAGULAT
40,50,71,17,CHANDPUR
40,50,71,25,CHAPRA
40,50,71,34,JADU BOYRA
40,50,71,43,JAGANNATHPUR
40,50,71,51,KAYA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,50,71,69,NANDALALPUR
40,50,71,77,PANTI
40,50,71,86,SADAKI
40,50,71,90,SADIPUR
40,50,71,94,SHELAIDAHA
40,50,79,,KUSHTIA SADAR
40,50,79,16,ABDULPUR
40,50,79,17,AILCHARA
40,50,79,18,ALAMPUR
40,50,79,25,BARAKHADA
40,50,79,31,GOSIND DURGAPUR
40,50,79,37,HARINARAYANPUR
40,50,79,44,HATAS HARIPUR
40,50,79,50,JAGATI
40,50,79,56,JIARAKHI
40,50,79,63,JHAUDIA
40,50,79,75,MAZAMPUR
40,50,79,82,MANOHARDIA
40,50,79,88,PAITKABARI
40,50,79,94,UJANGRAM
40,50,94,,MIRPUR
40,50,94,13,AMBARIA
40,50,94,14,AMLA
40,50,94,21,BAHALBARIA
40,50,94,29,BARUI PARA
40,50,94,36,CHHATIAN
40,50,94,43,CHITHULIA
40,50,94,50,DUBAIL
40,50,94,58,KURSHA
40,50,94,65,MALIHAD
40,50,94,73,FULBARIA
40,50,94,80,PORADAHA
40,50,94,87,SARDARPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,50,94,94,TALBARIA
40,55,,,MAGURA
40,55,57,,MAGURA SADAR
40,55,57,21,ATHARAKHADA
40,55,57,23,BIRAIL PALITA
40,55,57,25,BAGIA
40,55,57,27,CHAULIA
40,55,57,33,GOPALGRAM
40,55,57,40,HAZIPUR
40,55,57,47,HAZRAPUR
40,55,57,54,JAGDAL
40,55,57,61,KASUNDI
40,55,57,67,KUCHIAMORA
40,55,57,74,MAGHI
40,55,57,88,RAGHAB DAIR
40,55,57,94,SATRUJITPUR
40,55,66,,MOHAMMADPUR
40,55,66,10,BABUKHALI
40,55,66,21,BALIDIA
40,55,66,31,BINODEPUR
40,55,66,42,DIGHA
40,55,66,52,MOHAMMADPUR
40,55,66,63,NAHATA
40,55,66,73,PALASHBARIA
40,55,66,84,RAJAPUR
40,55,85,,SHALIKHA
40,55,85,11,ARPARA
40,55,85,23,BUNAGATI
40,55,85,35,DHANESHWARGATI
40,55,85,47,GANGARAMPUR
40,55,85,59,SHALIKHA
40,55,85,71,SHATAKHALI
40,55,85,83,TALKHARI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,55,95,,SREEPUR
40,55,95,10,AMALSAR
40,55,95,21,DARIAPUR
40,55,95,31,GAYESHPUR
40,55,95,42,KADIR PARA
40,55,95,52,NAKOL
40,55,95,63,SABDALPUR
40,55,95,73,SREEKOL
40,55,95,84,SREEPUR
40,57,,,MEHERPUR
40,57,47,,GANGNI
40,57,47,10,BAMANDI
40,57,47,21,DHANKHOLA
40,57,47,42,KATHULI
40,57,47,52,KAZIPUR
40,57,47,63,MATMURA
40,57,47,69,ROYPUR
40,57,47,73,SHAHARBATI
40,57,47,84,SHOLA TAKA
40,57,47,94,TENTULBARIA
40,57,60,,MUJIB NAGAR
40,57,60,28,BAGOAN
40,57,60,47,DARIAPUR
40,57,60,76,MAHAJANPUR
40,57,60,85,MONAKHALI
40,57,87,,MEHERPUR SADAR
40,57,87,14,AMDA
40,57,87,19,AMJHUPI
40,57,87,38,BURIPOTA
40,57,87,57,KUTUBPUR
40,57,87,95,PIROJPUR
40,65,,,NARAIL
40,65,28,,KALIA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,65,28,13,BABRA HACHLA
40,65,28,14,BORANAL ELIASABAD
40,65,28,15,BAUISENA
40,65,28,23,HAMIDPUR
40,65,28,31,CHANCHARI
40,65,28,39,JOYNAGAR
40,65,28,47,KALABARIA
40,65,28,63,KHASIAL
40,65,28,71,MAULI
40,65,28,79,PAHARDANGA
40,65,28,83,PATCHGRAM
40,65,28,87,PERULI
40,65,28,94,PURULIA
40,65,28,95,SALAMABAD
40,65,52,,LOHAGARA
40,65,52,15,DIGHALIA
40,65,52,18,ITNA
40,65,52,23,JOYPUR
40,65,52,31,KASHIPUR
40,65,52,39,KOTAKUL
40,65,52,47,LAHURIA
40,65,52,55,LAKSHMIPASHA
40,65,52,63,LOHAGARA
40,65,52,71,MALLIKPUR
40,65,52,79,NALDI
40,65,52,87,NOAGRAM
40,65,52,94,SHALNAGAR
40,65,76,,NARAIL SADAR
40,65,76,11,AURIA
40,65,76,13,BANSHGRAM
40,65,76,20,BHADRABILA
40,65,76,27,BICHHALI
40,65,76,33,CHANDIBARPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,65,76,40,HABAKHALI
40,65,76,47,KALORA
40,65,76,54,MAIJ PARA
40,65,76,61,MULIA
40,65,76,74,SAHABAD
40,65,76,81,SHAIKHATI
40,65,76,88,SINGASOLPUR
40,65,76,94,TULARAMPUR
40,87,,,SATKHIRA
40,87,4,,ASSASUNI
40,87,4,15,ANULIA
40,87,4,17,ASSASUNI
40,87,4,25,BARADAL
40,87,4,34,BUDHHATA
40,87,4,43,DURGAPUR
40,87,4,56,KADAKATI
40,87,4,60,KHAJRA
40,87,4,69,KULLA
40,87,4,77,PRATAP NAGAR
40,87,4,86,SOBHNALI
40,87,4,94,SREEULA
40,87,25,,DEBHATA
40,87,25,15,DEBHATA
40,87,25,31,KULIA
40,87,25,47,NOAPARA
40,87,25,63,PARULIA
40,87,25,79,SAKHIPUR
40,87,43,,KALAROA
40,87,43,13,CHANDANPUR
40,87,43,15,DIARA
40,87,43,23,LANGALJHARA
40,87,43,31,HELATALA
40,87,43,39,JALLABAD
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,87,43,47,JOYNAGAR
40,87,43,55,JOGIKHALI
40,87,43,63,KERAGACHHI
40,87,43,71,KERALKATA
40,87,43,79,KUSHADANGA
40,87,43,87,KAILA
40,87,43,94,SONABARIA
40,87,47,,KALIGANJ
40,87,47,13,BHARA SIMLA
40,87,47,15,BISHNUPUR
40,87,47,23,CHAMPAPHUL
40,87,47,31,DAKSHIN SREEPUR
40,87,47,39,DHALBARIA
40,87,47,47,KRISHNANAGAR
40,87,47,55,KUSHLIA
40,87,47,63,MATHURESHPUR
40,87,47,71,MAUTALA
40,87,47,79,NALTA
40,87,47,87,RATANPUR
40,87,47,94,TARALI
40,87,82,,SATKHIRA SADAR
40,87,82,13,AGARDARI
40,87,82,16,ALIPUR
40,87,82,20,BAIKARI
40,87,82,27,BALLI
40,87,82,33,BANSHDAHA
40,87,82,40,BHOMRA
40,87,82,47,BRAHMA RAJPUR
40,87,82,51,FINGRI
40,87,82,54,DHULIHAR
40,87,82,61,GHONA
40,87,82,67,JHAUDANGA
40,87,82,74,KUSKHALI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,87,82,81,LABSA
40,87,82,94,SHIBPUR
40,87,86,,SHYAMNAGAR
40,87,86,11,ATULIA
40,87,86,15,BHURULIA
40,87,86,23,BURI GOALINI
40,87,86,31,GABURA
40,87,86,39,ISHWARIPUR
40,87,86,47,KAIKHALI
40,87,86,55,KASHIMARI
40,87,86,63,MUNSHIGANJ
40,87,86,71,NURNAGAR
40,87,86,79,PADMA PUKUR
40,87,86,87,RAMJAN NAGAR
40,87,86,94,SHYAMNAGAR
40,87,86,97,SATKHIRA RANGE (FLOATIN)
40,87,90,,TALA
40,87,90,11,DHANDIA
40,87,90,15,ISLAMKATI
40,87,90,23,JALALPUR
40,87,90,31,KHALILNAGAR
40,87,90,39,KHALISHKHALI
40,87,90,47,KHESRA
40,87,90,55,KUMIRA
40,87,90,63,MAGURA
40,87,90,71,NAGARGHATA
40,87,90,79,SARULIA
40,87,90,87,TALA
40,87,90,94,TENTULIA
50,,,,RAJSHAHI
50,10,,,BOGRA
50,10,6,,ADAMDIGHI
50,10,6,13,ADAM DIGHI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,10,6,27,CHAMPAPUR
50,10,6,40,CHHATIANGRAM
50,10,6,54,KUNDAGRAM
50,10,6,67,NASRATPUR
50,10,6,81,SHANTAHAR
50,10,20,,BOGRA SADAR
50,10,20,23,ERULIA
50,10,20,25,FAPORE
50,10,20,34,GOKUL
50,10,20,47,LAHIRI PARA
50,10,20,60,NAMUJA
50,10,20,64,NISHINDARA
50,10,20,69,NOONGOLA
50,10,20,73,RAJAPUR
50,10,20,77,SHABGRAM
50,10,20,82,SHAKHARIA
50,10,20,86,SEKHERKOLA
50,10,27,,DHUNAT
50,10,27,15,BHANDARBARI
50,10,27,19,CHAUKIBARI
50,10,27,28,CHIKASHI
50,10,27,38,DHUNAT
50,10,27,47,ELANGI
50,10,27,57,GOPALNAGAR
50,10,27,66,GOSAINBARI
50,10,27,76,KALER PARA
50,10,27,85,MATHURAPUR
50,10,27,95,NIMGACHHI
50,10,33,,DHUPCHANCHIA
50,10,33,13,CHAMRUL UNION
50,10,33,27,DHUPCHANCHIA
50,10,33,40,GOBINDAPUR
50,10,33,54,GUNAHAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,10,33,67,TALORA UNION
50,10,33,81,ZIANAGAR
50,10,40,,GABTALI
50,10,40,11,BALIA DIGHI
50,10,40,17,DAKSHINPARA
50,10,40,27,DURGAHATA
50,10,40,33,GABTALI
50,10,40,47,KAGAIL
50,10,40,54,MAHISHABAN
50,10,40,61,NARUAMALA
50,10,40,67,NASIPUR
50,10,40,74,NEPALTALI
50,10,40,81,RAMESHWARPUR
50,10,40,88,SONARAI
50,10,54,,KAHALOO
50,10,54,13,BIR KEDAR
50,10,54,19,DURGAPUR
50,10,54,28,JAMGAON
50,10,54,38,KAHALOO
50,10,54,47,KALAI MAJH PARA
50,10,54,57,MALANCHA
50,10,54,66,MURAIL
50,10,54,76,NARAHATTA
50,10,54,85,PAIKAR
50,10,67,,NANDIGRAM
50,10,67,10,BHATGRAM
50,10,67,21,BHATRA
50,10,67,31,BURAIL
50,10,67,73,NANDIGRAM
50,10,67,84,THALTA MAJHGRAM
50,10,81,,SARIAKANDI
50,10,81,11,BHELABARI
50,10,81,12,BOHAIL
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,10,81,19,CHALUABARI
50,10,81,25,CHANDAN BAISHA
50,10,81,31,FULBARI UNION
50,10,81,37,HAT SHERPUR
50,10,81,44,KAMALPUR
50,10,81,55,KAZLA
50,10,81,56,KARNIBARI
50,10,81,63,KUTUBPUR
50,10,81,75,NARCHI
50,10,81,88,SARIAKANDI
50,10,85,,SHAJAHANPUR
50,10,85,16,AMROOL
50,10,85,17,ARIA BAZAR
50,10,85,18,ASEKPUR
50,10,85,19,CHOPINAGAR
50,10,85,30,GOHAIL
50,10,85,38,KHARNA
50,10,85,43,KHOTTA PARA
50,10,85,51,MADLA
50,10,85,56,MAJHIRA
50,10,85,90,SULTANGANJ (PART)
50,10,88,,SHERPUR
50,10,88,17,BHABANIPUR
50,10,88,19,BISHALPUR
50,10,88,28,GARIDAHA
50,10,88,38,KHAMARKANDI
50,10,88,47,KHANPUR
50,10,88,57,KUSUMBI
50,10,88,66,MIRZAPUR
50,10,88,77,SHAH-BANDEGI
50,10,88,85,SHIMABARI
50,10,88,95,SUGHAT
50,10,94,,SHIBGANJ
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,10,94,11,ATMUL
50,10,94,15,BIHAR
50,10,94,23,BURIGANJ
50,10,94,31,DEULI
50,10,94,39,KICHAK
50,10,94,47,MAIDANHATA
50,10,94,55,MAJHIHATTA
50,10,94,63,MOKAMTALA
50,10,94,71,PIRAB
50,10,94,79,ROYNAGAR
50,10,94,87,SAIDPUR
50,10,94,94,SHIBGANJ
50,10,95,,SONATOLA
50,10,95,10,BALUA
50,10,95,31,DIGDAIR
50,10,95,42,JORGACHHA
50,10,95,52,MADHUPUR
50,10,95,73,SONATALA
50,10,95,81,PAKULLA
50,10,95,84,TEKANI CHUKAINA
50,38,,,JOYPURHAT
50,38,13,,AKKELPUR
50,38,13,15,GOPINATHPUR
50,38,13,31,RAIKALI
50,38,13,47,RUKINDIPUR
50,38,13,63,SONAMUKHI
50,38,13,79,TILAKPUR
50,38,47,,JOYPURHAT SADAR
50,38,47,17,AMDAI
50,38,47,19,BAMBU
50,38,47,28,BHADSA
50,38,47,32,CHAK BARKAT
50,38,47,38,DHALAHAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,38,47,47,DOGACHHI
50,38,47,66,JAMALPUR
50,38,47,76,MOHAMMADABAD
50,38,47,85,PURANAPAIL
50,38,58,,KALAI
50,38,58,38,AHMMEDABAD
50,38,58,66,MATRAI
50,38,58,76,PUNAT
50,38,58,85,UDAYPUR
50,38,58,95,ZINDARPUR
50,38,61,,KHETLAL
50,38,61,15,ALAMPUR
50,38,61,19,BARATARA
50,38,61,28,BARAIL
50,38,61,47,KHETLAL
50,38,61,57,MAMUDPUR
50,38,74,,PANCHBIBI
50,38,74,10,AOLAI
50,38,74,21,ATAPUR
50,38,74,31,AYMARASULPUR
50,38,74,42,BAGJANA
50,38,74,52,BALIGHATA
50,38,74,63,DHARANJI
50,38,74,73,KUSUMBA
50,38,74,84,MOHAMADPUR
50,64,,,NAOGAON
50,64,3,,ATRAI
50,64,3,10,AHSANGANJ
50,64,3,21,BHOPARA
50,64,3,31,BISHA
50,64,3,42,HATKALU PARA
50,64,3,52,KALIKAPUR
50,64,3,63,MANIARI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,64,3,73,PANCHUPUR
50,64,3,84,SAHAGOLA
50,64,6,,BADALGACHHI
50,64,6,10,ADHAIPUR
50,64,6,21,BADALGACHHI
50,64,6,31,BALUBHARA
50,64,6,42,BILASBARI
50,64,6,52,PAHAR PUR
50,64,6,63,KOLA
50,64,6,73,MATHURAPUR
50,64,6,84,MITHAPUR
50,64,28,,DHAMOIRHAT
50,64,28,10,AGRA DIGUN
50,64,28,21,ALAMPUR
50,64,28,31,ARANAGAR
50,64,28,42,DHAMOIRHAT
50,64,28,52,ISABPUR
50,64,28,63,JAHANPUR
50,64,28,77,KHELNA
50,64,28,84,OMAR
50,64,47,,MANDA
50,64,47,12,BHALAIN
50,64,47,13,BHARSO
50,64,47,20,BISHNUPUR
50,64,47,27,GANESHPUR
50,64,47,33,KALIKAPUR
50,64,47,40,KANSO PARA
50,64,47,47,KASHAB
50,64,47,54,KUSUMBA
50,64,47,61,MAINANI
50,64,47,67,MANDA
50,64,47,74,NURULLABAD
50,64,47,81,PARANPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,64,47,88,PRASADPUR
50,64,47,94,TENTULIA
50,64,50,,MAHADEBPUR
50,64,50,15,BHIMPUR
50,64,50,19,CHANDAS
50,64,50,28,CHERAGPUR
50,64,50,38,ENAYETPUR
50,64,50,47,HATUR
50,64,50,57,KHAJUR
50,64,50,66,MAHADEBPUR
50,64,50,76,ROYGAON
50,64,50,85,SAFAPUR
50,64,50,95,UTTARGRAM
50,64,60,,NAOGAON SADAR
50,64,60,13,BAKTIARPUR
50,64,60,14,BALIHAR
50,64,60,21,BARSHAIL
50,64,60,29,BOALIA
50,64,60,36,SAILGACHHI
50,64,60,43,CHANDIPUR
50,64,60,51,DUBALHATI
50,64,60,58,HAPANIA
50,64,60,65,HASHAIGHARI
50,64,60,73,KIRTIPUR
50,64,60,87,SEKHERPUR
50,64,60,94,TILAKPUR
50,64,69,,NIAMATPUR
50,64,69,10,BAHADURPUR
50,64,69,21,BHABICHA
50,64,69,31,CHANDAN NAGAR
50,64,69,42,HAJINAGAR
50,64,69,52,NIAMATPUR
50,64,69,63,PARAIL
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,64,69,73,RASULPUR
50,64,69,84,SREEMANTAPUR
50,64,75,,PATNITALA
50,64,75,12,AKBARPUR
50,64,75,17,AMAIR
50,64,75,25,DIBAR
50,64,75,34,GHOSHNAGAR
50,64,75,43,KRISHNAPUR
50,64,75,51,MATINDHAR
50,64,75,60,NAZIPUR
50,64,75,69,NIRMAIL
50,64,75,77,PATICHARA
50,64,75,86,PATNITALA
50,64,75,94,SHIHARA
50,64,79,,PORSHA
50,64,79,15,CHHAOR
50,64,79,23,GANGURIA
50,64,79,31,GHATNAGAR
50,64,79,47,MASIDPUR
50,64,79,55,NITHPUR
50,64,79,87,TENTULIA
50,64,85,,RANINAGAR
50,64,85,10,BARGACHHA
50,64,85,21,EKDALA
50,64,85,31,GONA
50,64,85,42,KALIGRAM
50,64,85,52,KASHIMPUR
50,64,85,63,MIRAT
50,64,85,73,PARAIL
50,64,85,84,RANINAGAR
50,64,86,,SAPAHAR
50,64,86,17,AIHAI
50,64,86,39,GOALA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,64,86,63,PATHARI
50,64,86,71,SAPAHAR
50,64,86,79,SHIRANTI
50,64,86,94,TILNA
50,69,,,NATORE
50,69,9,,BAGATIPARA
50,69,9,19,BAGATIPARA
50,69,9,38,DAYARAMPUR
50,69,9,42,FHAGURADIAR
50,69,9,57,PANKA
50,69,9,76,JAMNAGAR
50,69,15,,BARAIGRAM
50,69,15,21,BARAIGRAM
50,69,15,23,CHANDI
50,69,15,35,GOPALPUR
50,69,15,47,JOARI
50,69,15,59,JONAIL
50,69,15,71,MAJGAON
50,69,15,83,NAGAR
