"Source","File","Variable","Description"
"DHS2011","IR61","b15_02","live birth between births"
"DHS2011","IR61","b15_03","live birth between births"
"DHS2011","IR61","b15_04","live birth between births"
"DHS2011","IR61","b15_05","live birth between births"
"DHS2011","IR61","b15_06","live birth between births"
"DHS2011","IR61","b15_07","live birth between births"
"DHS2011","IR61","b15_08","live birth between births"
"DHS2011","IR61","b15_09","live birth between births"
"DHS2011","IR61","b15_10","live birth between births"
"DHS2011","IR61","b15_11","live birth between births"
"DHS2011","IR61","b15_12","live birth between births"
"DHS2011","IR61","b15_13","live birth between births"
"DHS2011","IR61","b15_14","live birth between births"
"DHS2011","IR61","b15_15","live birth between births"
"DHS2011","IR61","b15_16","live birth between births"
"DHS2011","IR61","b15_17","live birth between births"
"DHS2011","IR61","b15_18","live birth between births"
"DHS2011","IR61","b15_19","live birth between births"
"DHS2011","IR61","b15_20","live birth between births"
"DHS2011","IR61","b16_01","child's line number in household"
"DHS2011","IR61","b16_02","child's line number in household"
"DHS2011","IR61","b16_03","child's line number in household"
"DHS2011","IR61","b16_04","child's line number in household"
"DHS2011","IR61","b16_05","child's line number in household"
"DHS2011","IR61","b16_06","child's line number in household"
"DHS2011","IR61","b16_07","child's line number in household"
"DHS2011","IR61","b16_08","child's line number in household"
"DHS2011","IR61","b16_09","child's line number in household"
"DHS2011","IR61","b16_10","child's line number in household"
"DHS2011","IR61","b16_11","child's line number in household"
"DHS2011","IR61","b16_12","child's line number in household"
"DHS2011","IR61","b16_13","child's line number in household"
"DHS2011","IR61","b16_14","child's line number in household"
"DHS2011","IR61","b16_15","child's line number in household"
"DHS2011","IR61","b16_16","child's line number in household"
"DHS2011","IR61","b16_17","child's line number in household"
"DHS2011","IR61","b16_18","child's line number in household"
"DHS2011","IR61","b16_19","child's line number in household"
"DHS2011","IR61","b16_20","child's line number in household"
"DHS2011","IR61","v201","total children ever born"
"DHS2011","IR61","v202","sons at home"
"DHS2011","IR61","v203","daughters at home"
"DHS2011","IR61","v204","sons elsewhere"
"DHS2011","IR61","v205","daughters elsewhere"
"DHS2011","IR61","v206","sons who have died"
"DHS2011","IR61","v207","daughters who have died"
"DHS2011","IR61","v208","births in last five years"
"DHS2011","IR61","v209","births in past year"
"DHS2011","IR61","v210","births in month of interview"
"DHS2011","IR61","v211","date of first birth (cmc)"
"DHS2011","IR61","v212","age of respondent at 1st birth"
"DHS2011","IR61","v213","currently pregnant"
"DHS2011","IR61","v214","duration of current pregnancy"
"DHS2011","IR61","v215","time since last menstrual period"
"DHS2011","IR61","v216","menstruated in last six weeks"
"DHS2011","IR61","v217","na - knowledge of ovulatory cycle"
"DHS2011","IR61","v218","number of living children"
"DHS2011","IR61","v219","living children + current pregnancy"
"DHS2011","IR61","v220","living children + current pregnancy (grouped)"
"DHS2011","IR61","v221","marriage to first birth interval (months)"
"DHS2011","IR61","v222","last birth to interview (months)"
"DHS2011","IR61","v223","completeness of current pregnancy information"
"DHS2011","IR61","v224","entries in birth history"
"DHS2011","IR61","v225","current pregnancy wanted"
"DHS2011","IR61","v226","time since last period (comp) (months)"
"DHS2011","IR61","v227","flag for last period"
"DHS2011","IR61","v228","ever had a terminated pregnancy"
"DHS2011","IR61","v229","month pregnancy ended"
"DHS2011","IR61","v230","year pregnancy ended"
"DHS2011","IR61","v231","cmc pregnancy ended"
"DHS2011","IR61","v232","completeness of last termination information"
"DHS2011","IR61","v233","months when pregnancy ended"
"DHS2011","IR61","v234","other such pregnancies"
"DHS2011","IR61","v235","index last child prior to maternity-health (calendar)"
"DHS2011","IR61","v237","birth between last and interview"
"DHS2011","IR61","v238","births in last three years"
"DHS2011","IR61","v239","pregnancies terminated before calendar beginning"
"DHS2011","IR61","v240","month of last termination prior to calendar"
"DHS2011","IR61","v241","year of last termination prior to calendar"
"DHS2011","IR61","v242","cmc termination ended prior to calendar"
"DHS2011","IR61","v243","completeness of last termination date prior to calendar"
"DHS2011","IR61","v301","na - knowledge of any method"
"DHS2011","IR61","v302","na - ever use of any method"
"DHS2011","IR61","v302a","ever used anything or tried to delay or avoid getting pregnant"
"DHS2011","IR61","v304a_01","na - type of method"
"DHS2011","IR61","v304a_02","na - type of method"
"DHS2011","IR61","v304a_03","na - type of method"
"DHS2011","IR61","v304a_04","na - type of method"
"DHS2011","IR61","v304a_05","na - type of method"
"DHS2011","IR61","v304a_06","na - type of method"
"DHS2011","IR61","v304a_07","na - type of method"
"DHS2011","IR61","v304a_08","na - type of method"
"DHS2011","IR61","v304a_09","na - type of method"
"DHS2011","IR61","v304a_10","na - type of method"
"DHS2011","IR61","v304a_11","na - type of method"
"DHS2011","IR61","v304a_12","na - type of method"
"DHS2011","IR61","v304a_13","na - type of method"
"DHS2011","IR61","v304a_14","na - type of method"
"DHS2011","IR61","v304a_15","na - type of method"
"DHS2011","IR61","v304a_16","na - type of method"
"DHS2011","IR61","v304a_17","na - type of method"
"DHS2011","IR61","v304a_18","na - type of method"
"DHS2011","IR61","v304a_19","na - type of method"
"DHS2011","IR61","v304a_20","na - type of method"
"DHS2011","IR61","v304_01","na - knows method"
"DHS2011","IR61","v304_02","na - knows method"
"DHS2011","IR61","v304_03","na - knows method"
"DHS2011","IR61","v304_04","na - knows method"
"DHS2011","IR61","v304_05","na - knows method"
"DHS2011","IR61","v304_06","na - knows method"
"DHS2011","IR61","v304_07","na - knows method"
"DHS2011","IR61","v304_08","na - knows method"
"DHS2011","IR61","v304_09","na - knows method"
"DHS2011","IR61","v304_10","na - knows method"
"DHS2011","IR61","v304_11","na - knows method"
"DHS2011","IR61","v304_12","na - knows method"
"DHS2011","IR61","v304_13","na - knows method"
"DHS2011","IR61","v304_14","na - knows method"
"DHS2011","IR61","v304_15","na - knows method"
"DHS2011","IR61","v304_16","na - knows method"
"DHS2011","IR61","v304_17","na - knows method"
"DHS2011","IR61","v304_18","na - knows method"
"DHS2011","IR61","v304_19","na - knows method"
"DHS2011","IR61","v304_20","na - knows method"
"DHS2011","IR61","v305_01","na - ever used method"
"DHS2011","IR61","v305_02","na - ever used method"
"DHS2011","IR61","v305_03","na - ever used method"
"DHS2011","IR61","v305_04","na - ever used method"
"DHS2011","IR61","v305_05","na - ever used method"
"DHS2011","IR61","v305_06","na - ever used method"
"DHS2011","IR61","v305_07","na - ever used method"
"DHS2011","IR61","v305_08","na - ever used method"
"DHS2011","IR61","v305_09","na - ever used method"
"DHS2011","IR61","v305_10","na - ever used method"
"DHS2011","IR61","v305_11","na - ever used method"
"DHS2011","IR61","v305_12","na - ever used method"
"DHS2011","IR61","v305_13","na - ever used method"
"DHS2011","IR61","v305_14","na - ever used method"
"DHS2011","IR61","v305_15","na - ever used method"
"DHS2011","IR61","v305_16","na - ever used method"
"DHS2011","IR61","v305_17","na - ever used method"
"DHS2011","IR61","v305_18","na - ever used method"
"DHS2011","IR61","v305_19","na - ever used method"
"DHS2011","IR61","v305_20","na - ever used method"
"DHS2011","IR61","v307_01","method currently used"
"DHS2011","IR61","v307_02","method currently used"
"DHS2011","IR61","v307_03","method currently used"
"DHS2011","IR61","v307_04","method currently used"
"DHS2011","IR61","v307_05","method currently used"
"DHS2011","IR61","v307_06","method currently used"
"DHS2011","IR61","v307_07","method currently used"
"DHS2011","IR61","v307_08","method currently used"
"DHS2011","IR61","v307_09","method currently used"
"DHS2011","IR61","v307_10","method currently used"
"DHS2011","IR61","v307_11","method currently used"
"DHS2011","IR61","v307_12","method currently used"
"DHS2011","IR61","v307_13","method currently used"
"DHS2011","IR61","v307_14","method currently used"
"DHS2011","IR61","v307_15","method currently used"
"DHS2011","IR61","v307_16","method currently used"
"DHS2011","IR61","v307_17","method currently used"
"DHS2011","IR61","v307_18","method currently used"
"DHS2011","IR61","v307_19","method currently used"
"DHS2011","IR61","v307_20","method currently used"
"DHS2011","IR61","v310","na - living children at first use"
"DHS2011","IR61","v311","na - children at first use (grouped)"
"DHS2011","IR61","v312","current contraceptive method"
"DHS2011","IR61","v313","current use by method type"
"DHS2011","IR61","v315","month of start of use of method"
"DHS2011","IR61","v316","year of start of use of method"
"DHS2011","IR61","v317","date of start of use of method (cmc)"
"DHS2011","IR61","v318","completeness of information"
"DHS2011","IR61","v319","years since sterilization"
"DHS2011","IR61","v320","age at sterilization"
"DHS2011","IR61","v321","marital duration at sterilization"
"DHS2011","IR61","v322","parity at sterilization"
"DHS2011","IR61","v323","brand of pill used"
"DHS2011","IR61","v323a","brand of condom used"
"DHS2011","IR61","v325a","na - cost of current method (in currency)"
"DHS2011","IR61","v326","last source for current users"
"DHS2011","IR61","v327","last source for users by type"
"DHS2011","IR61","v337","months of use of current method"
"DHS2011","IR61","v359","last method discontinued in last 5 years"
"DHS2011","IR61","v360","reason of last discontinuation"
"DHS2011","IR61","v361","pattern of use"
"DHS2011","IR61","v362","intention to use"
"DHS2011","IR61","v363","preferred future method"
"DHS2011","IR61","v364","contraceptive use and intention"
"DHS2011","IR61","v367","wanted last child"
"DHS2011","IR61","v372","shown pill package"
"DHS2011","IR61","v372a","shown condom package"
"DHS2011","IR61","v375a","na - main reason not using a method"
"DHS2011","IR61","v376","main reason not to use a method"
"DHS2011","IR61","v376a","na - would ever use method if married"
"DHS2011","IR61","v379","na - source known for any method"
"DHS2011","IR61","v380","na - source known for any method"
"DHS2011","IR61","v384a","heard family planning on radio last few months"
"DHS2011","IR61","v384b","heard family planning on tv last few months"
"DHS2011","IR61","v384c","heard family planning in newspaper/magazine last few months"
"DHS2011","IR61","v393","na - visited by family planning worker last 12 months"
"DHS2011","IR61","v394","na - visited health facility last 12 months"
"DHS2011","IR61","v395","na - at health facility, told of family planning"
"DHS2011","IR61","v3a00a","source of family planning for non-users: government hospital"
"DHS2011","IR61","v3a00b","source of family planning for non-users: specialized gov't hospital"
"DHS2011","IR61","v3a00c","source of family planning for non-users: district hospital"
"DHS2011","IR61","v3a00d","source of family planning for non-users: maternal and child welfare center"
"DHS2011","IR61","v3a00e","source of family planning for non-users: upazila health complex"
"DHS2011","IR61","v3a00f","source of family planning for non-users: health & family welfare center"
"DHS2011","IR61","v3a00g","source of family planning for non-users: satellite clinic/epi outreach"
"DHS2011","IR61","v3a00h","source of family planning for non-users: community clinic"
"DHS2011","IR61","v3a00i","source of family planning for non-users: government field worker (fwa)"
"DHS2011","IR61","v3a00j","source of family planning for non-users: private hospital/clinic"
"DHS2011","IR61","v3a00k","source of family planning for non-users: pharmacy"
"DHS2011","IR61","v3a00l","source of family planning for non-users: private doctor"
"DHS2011","IR61","v3a00m","source of family planning for non-users: non-qualified doctor's  chamber"
"DHS2011","IR61","v3a00n","source of family planning for non-users: private medical college hospital"
"DHS2011","IR61","v3a00o","source of family planning for non-users: other private medical sector"
"DHS2011","IR61","v3a00p","na - source of family planning for non-users: private sector"
"DHS2011","IR61","v3a00q","na - source of family planning for non-users: private sector"
"DHS2011","IR61","v3a00r","na - source of family planning for non-users: private sector"
"DHS2011","IR61","v3a00s","source of family planning for non-users: grocery"
"DHS2011","IR61","v3a00t","na - source of family planning for non-users: others"
"DHS2011","IR61","v3a00u","source of family planning for non-users: relatives/friends"
"DHS2011","IR61","v3a00v","source of family planning for non-users: ngo static clinic"
"DHS2011","IR61","v3a00w","source of family planning for non-users: ngo satellite clinic"
"DHS2011","IR61","v3a00x","source of family planning for non-users: other"
"DHS2011","IR61","v3a00y","source of family planning for non-users: no source"
"DHS2011","IR61","v3a00z","source of family planning for non-users: any source"
"DHS2011","IR61","v3a01","na - told sterilization would mean no more children"
"DHS2011","IR61","v3a02","na - told about side effects"
"DHS2011","IR61","v3a03","na - told about side effects by health or family planning worker"
"DHS2011","IR61","v3a04","na - told how to deal with side effects"
"DHS2011","IR61","v3a05","na - told about other family planning methods"
"DHS2011","IR61","v3a06","na - told about other family planning methods by health or family planning worke"
"DHS2011","IR61","v3a07","first source for current method"
"DHS2011","IR61","v3a08a","na - reason not using: not married"
"DHS2011","IR61","v3a08b","reason not using: not having sex"
"DHS2011","IR61","v3a08c","reason not using: infrequent sex"
"DHS2011","IR61","v3a08d","reason not using: menopausal/hysterectomy"
"DHS2011","IR61","v3a08e","reason not using: subfecund/infecund"
"DHS2011","IR61","v3a08f","reason not using: postpartum amenorrheic"
"DHS2011","IR61","v3a08g","reason not using: breastfeeding"
"DHS2011","IR61","v3a08h","reason not using: fatalistic"
"DHS2011","IR61","v3a08i","reason not using: respondent opposed"
"DHS2011","IR61","v3a08j","reason not using: husband/partner opposed"
"DHS2011","IR61","v3a08k","reason not using: others opposed"
"DHS2011","IR61","v3a08l","reason not using: religious prohibition"
"DHS2011","IR61","v3a08m","reason not using: knows no method"
"DHS2011","IR61","v3a08n","reason not using: knows no source"
"DHS2011","IR61","v3a08o","na - reason not using: health concerns"
"DHS2011","IR61","v3a08p","reason not using: fear of side effects/health concerns"
"DHS2011","IR61","v3a08q","reason not using: lack of access/too far"
"DHS2011","IR61","v3a08r","reason not using: costs too much"
"DHS2011","IR61","v3a08s","reason not using: inconvenient to use"
"DHS2011","IR61","v3a08t","reason not using: interferes with body’s processes"
"DHS2011","IR61","v3a08u","reason not using: preferred method not available"
"DHS2011","IR61","v3a08v","reason not using: no method available"
"DHS2011","IR61","v3a08w","na - reason not using: cs"
"DHS2011","IR61","v3a08aa","na - reason not using: cs"
"DHS2011","IR61","v3a08ab","na - reason not using: cs"
"DHS2011","IR61","v3a08ac","na - reason not using: cs"
"DHS2011","IR61","v3a08ad","na - reason not using: cs"
"DHS2011","IR61","v3a08x","reason not using: other"
"DHS2011","IR61","v3a08z","reason not using: don't know"
"DHS2011","IR61","v3a09a","na - how many pill cycles did get last time"
"DHS2011","IR61","v3a09b","na - how many condoms did get last time"
"DHS2011","IR61","midx_1","index to birth history"
"DHS2011","IR61","midx_2","index to birth history"
"DHS2011","IR61","midx_3","index to birth history"
"DHS2011","IR61","midx_4","index to birth history"
"DHS2011","IR61","midx_5","index to birth history"
"DHS2011","IR61","midx_6","index to birth history"
"DHS2011","IR61","m1_1","number of tetanus injections before birth"
"DHS2011","IR61","m1_2","number of tetanus injections before birth"
"DHS2011","IR61","m1_3","number of tetanus injections before birth"
"DHS2011","IR61","m1_4","number of tetanus injections before birth"
"DHS2011","IR61","m1_5","number of tetanus injections before birth"
"DHS2011","IR61","m1_6","number of tetanus injections before birth"
"DHS2011","IR61","m1a_1","number of tetanus injections before pregnancy"
"DHS2011","IR61","m1a_2","number of tetanus injections before pregnancy"
"DHS2011","IR61","m1a_3","number of tetanus injections before pregnancy"
"DHS2011","IR61","m1a_4","number of tetanus injections before pregnancy"
"DHS2011","IR61","m1a_5","number of tetanus injections before pregnancy"
"DHS2011","IR61","m1a_6","number of tetanus injections before pregnancy"
"DHS2011","IR61","m1b_1","na - month of last tetanus injection before pregnancy"
"DHS2011","IR61","m1b_2","na - month of last tetanus injection before pregnancy"
"DHS2011","IR61","m1b_3","na - month of last tetanus injection before pregnancy"
"DHS2011","IR61","m1b_4","na - month of last tetanus injection before pregnancy"
"DHS2011","IR61","m1b_5","na - month of last tetanus injection before pregnancy"
"DHS2011","IR61","m1b_6","na - month of last tetanus injection before pregnancy"
"DHS2011","IR61","m1c_1","na - year of last tetanus injection before pregnancy"
"DHS2011","IR61","m1c_2","na - year of last tetanus injection before pregnancy"
"DHS2011","IR61","m1c_3","na - year of last tetanus injection before pregnancy"
"DHS2011","IR61","m1c_4","na - year of last tetanus injection before pregnancy"
"DHS2011","IR61","m1c_5","na - year of last tetanus injection before pregnancy"
"DHS2011","IR61","m1c_6","na - year of last tetanus injection before pregnancy"
"DHS2011","IR61","m1d_1","years ago received last tetanus injection before pregnancy"
"DHS2011","IR61","m1d_2","years ago received last tetanus injection before pregnancy"
"DHS2011","IR61","m1d_3","years ago received last tetanus injection before pregnancy"
"DHS2011","IR61","m1d_4","years ago received last tetanus injection before pregnancy"
"DHS2011","IR61","m1d_5","years ago received last tetanus injection before pregnancy"
"DHS2011","IR61","m1d_6","years ago received last tetanus injection before pregnancy"
"DHS2011","IR61","m1e_1","last tetanus injection before pregnancy (cmc)"
"DHS2011","IR61","m1e_2","last tetanus injection before pregnancy (cmc)"
"DHS2011","IR61","m1e_3","last tetanus injection before pregnancy (cmc)"
"DHS2011","IR61","m1e_4","last tetanus injection before pregnancy (cmc)"
"DHS2011","IR61","m1e_5","last tetanus injection before pregnancy (cmc)"
"DHS2011","IR61","m1e_6","last tetanus injection before pregnancy (cmc)"
"DHS2011","IR61","m2a_1","prenatal: doctor"
"DHS2011","IR61","m2a_2","prenatal: doctor"
"DHS2011","IR61","m2a_3","prenatal: doctor"
"DHS2011","IR61","m2a_4","prenatal: doctor"
"DHS2011","IR61","m2a_5","prenatal: doctor"
"DHS2011","IR61","m2a_6","prenatal: doctor"
"DHS2011","IR61","m2b_1","prenatal: nurse/midwife/paramedic"
"DHS2011","IR61","m2b_2","prenatal: nurse/midwife/paramedic"
"DHS2011","IR61","m2b_3","prenatal: nurse/midwife/paramedic"
"DHS2011","IR61","m2b_4","prenatal: nurse/midwife/paramedic"
"DHS2011","IR61","m2b_5","prenatal: nurse/midwife/paramedic"
"DHS2011","IR61","m2b_6","prenatal: nurse/midwife/paramedic"
"DHS2011","IR61","m2c_1","prenatal: family welfare visitor"
"DHS2011","IR61","m2c_2","prenatal: family welfare visitor"
"DHS2011","IR61","m2c_3","prenatal: family welfare visitor"
"DHS2011","IR61","m2c_4","prenatal: family welfare visitor"
"DHS2011","IR61","m2c_5","prenatal: family welfare visitor"
"DHS2011","IR61","m2c_6","prenatal: family welfare visitor"
"DHS2011","IR61","m2d_1","prenatal: skilled birth attendant"
"DHS2011","IR61","m2d_2","prenatal: skilled birth attendant"
"DHS2011","IR61","m2d_3","prenatal: skilled birth attendant"
"DHS2011","IR61","m2d_4","prenatal: skilled birth attendant"
"DHS2011","IR61","m2d_5","prenatal: skilled birth attendant"
"DHS2011","IR61","m2d_6","prenatal: skilled birth attendant"
"DHS2011","IR61","m2e_1","prenatal: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m2e_2","prenatal: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m2e_3","prenatal: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m2e_4","prenatal: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m2e_5","prenatal: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m2e_6","prenatal: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m2f_1","prenatal: health assistant"
"DHS2011","IR61","m2f_2","prenatal: health assistant"
"DHS2011","IR61","m2f_3","prenatal: health assistant"
"DHS2011","IR61","m2f_4","prenatal: health assistant"
"DHS2011","IR61","m2f_5","prenatal: health assistant"
"DHS2011","IR61","m2f_6","prenatal: health assistant"
"DHS2011","IR61","m2g_1","prenatal: traditional birth attendant"
"DHS2011","IR61","m2g_2","prenatal: traditional birth attendant"
"DHS2011","IR61","m2g_3","prenatal: traditional birth attendant"
"DHS2011","IR61","m2g_4","prenatal: traditional birth attendant"
"DHS2011","IR61","m2g_5","prenatal: traditional birth attendant"
"DHS2011","IR61","m2g_6","prenatal: traditional birth attendant"
"DHS2011","IR61","m2h_1","prenatal: unqualified doctor"
"DHS2011","IR61","m2h_2","prenatal: unqualified doctor"
"DHS2011","IR61","m2h_3","prenatal: unqualified doctor"
"DHS2011","IR61","m2h_4","prenatal: unqualified doctor"
"DHS2011","IR61","m2h_5","prenatal: unqualified doctor"
"DHS2011","IR61","m2h_6","prenatal: unqualified doctor"
"DHS2011","IR61","m2i_1","prenatal: untrained traditional birth attendant"
"DHS2011","IR61","m2i_2","prenatal: untrained traditional birth attendant"
"DHS2011","IR61","m2i_3","prenatal: untrained traditional birth attendant"
"DHS2011","IR61","m2i_4","prenatal: untrained traditional birth attendant"
"DHS2011","IR61","m2i_5","prenatal: untrained traditional birth attendant"
"DHS2011","IR61","m2i_6","prenatal: untrained traditional birth attendant"
"DHS2011","IR61","m2j_1","prenatal: cs other person"
"DHS2011","IR61","m2j_2","prenatal: cs other person"
"DHS2011","IR61","m2j_3","prenatal: cs other person"
"DHS2011","IR61","m2j_4","prenatal: cs other person"
"DHS2011","IR61","m2j_5","prenatal: cs other person"
"DHS2011","IR61","m2j_6","prenatal: cs other person"
"DHS2011","IR61","m2k_1","prenatal: other"
"DHS2011","IR61","m2k_2","prenatal: other"
"DHS2011","IR61","m2k_3","prenatal: other"
"DHS2011","IR61","m2k_4","prenatal: other"
"DHS2011","IR61","m2k_5","prenatal: other"
"DHS2011","IR61","m2k_6","prenatal: other"
"DHS2011","IR61","m2l_1","prenatal: family welfare assistant"
"DHS2011","IR61","m2l_2","prenatal: family welfare assistant"
"DHS2011","IR61","m2l_3","prenatal: family welfare assistant"
"DHS2011","IR61","m2l_4","prenatal: family welfare assistant"
"DHS2011","IR61","m2l_5","prenatal: family welfare assistant"
"DHS2011","IR61","m2l_6","prenatal: family welfare assistant"
"DHS2011","IR61","m2m_1","prenatal: ngo worker"
"DHS2011","IR61","m2m_2","prenatal: ngo worker"
"DHS2011","IR61","m2m_3","prenatal: ngo worker"
"DHS2011","IR61","m2m_4","prenatal: ngo worker"
"DHS2011","IR61","m2m_5","prenatal: ngo worker"
"DHS2011","IR61","m2m_6","prenatal: ngo worker"
"DHS2011","IR61","m2n_1","prenatal: no one"
"DHS2011","IR61","m2n_2","prenatal: no one"
"DHS2011","IR61","m2n_3","prenatal: no one"
"DHS2011","IR61","m2n_4","prenatal: no one"
"DHS2011","IR61","m2n_5","prenatal: no one"
"DHS2011","IR61","m2n_6","prenatal: no one"
"DHS2011","IR61","m3a_1","assistance: doctor"
"DHS2011","IR61","m3a_2","assistance: doctor"
"DHS2011","IR61","m3a_3","assistance: doctor"
"DHS2011","IR61","m3a_4","assistance: doctor"
"DHS2011","IR61","m3a_5","assistance: doctor"
"DHS2011","IR61","m3a_6","assistance: doctor"
"DHS2011","IR61","m3b_1","assistance: nurse/midwife/paramedic"
"DHS2011","IR61","m3b_2","assistance: nurse/midwife/paramedic"
"DHS2011","IR61","m3b_3","assistance: nurse/midwife/paramedic"
"DHS2011","IR61","m3b_4","assistance: nurse/midwife/paramedic"
"DHS2011","IR61","m3b_5","assistance: nurse/midwife/paramedic"
"DHS2011","IR61","m3b_6","assistance: nurse/midwife/paramedic"
"DHS2011","IR61","m3c_1","assistance: family welfare visitor"
"DHS2011","IR61","m3c_2","assistance: family welfare visitor"
"DHS2011","IR61","m3c_3","assistance: family welfare visitor"
"DHS2011","IR61","m3c_4","assistance: family welfare visitor"
"DHS2011","IR61","m3c_5","assistance: family welfare visitor"
"DHS2011","IR61","m3c_6","assistance: family welfare visitor"
"DHS2011","IR61","m3d_1","assistance: skilled birth attendant"
"DHS2011","IR61","m3d_2","assistance: skilled birth attendant"
"DHS2011","IR61","m3d_3","assistance: skilled birth attendant"
"DHS2011","IR61","m3d_4","assistance: skilled birth attendant"
"DHS2011","IR61","m3d_5","assistance: skilled birth attendant"
"DHS2011","IR61","m3d_6","assistance: skilled birth attendant"
"DHS2011","IR61","m3e_1","assistance: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m3e_2","assistance: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m3e_3","assistance: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m3e_4","assistance: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m3e_5","assistance: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m3e_6","assistance: medical assistant/sub-assistant community medical officer (ma/sacmo)"
"DHS2011","IR61","m3f_1","assistance: health assistant"
"DHS2011","IR61","m3f_2","assistance: health assistant"
"DHS2011","IR61","m3f_3","assistance: health assistant"
"DHS2011","IR61","m3f_4","assistance: health assistant"
"DHS2011","IR61","m3f_5","assistance: health assistant"
"DHS2011","IR61","m3f_6","assistance: health assistant"
"DHS2011","IR61","m3g_1","assistance: traditional birth attendant"
"DHS2011","IR61","m3g_2","assistance: traditional birth attendant"
"DHS2011","IR61","m3g_3","assistance: traditional birth attendant"
"DHS2011","IR61","m3g_4","assistance: traditional birth attendant"
"DHS2011","IR61","m3g_5","assistance: traditional birth attendant"
"DHS2011","IR61","m3g_6","assistance: traditional birth attendant"
"DHS2011","IR61","m3h_1","assistance: unqualified doctor"
"DHS2011","IR61","m3h_2","assistance: unqualified doctor"
"DHS2011","IR61","m3h_3","assistance: unqualified doctor"
"DHS2011","IR61","m3h_4","assistance: unqualified doctor"
"DHS2011","IR61","m3h_5","assistance: unqualified doctor"
"DHS2011","IR61","m3h_6","assistance: unqualified doctor"
"DHS2011","IR61","m3i_1","assistance: untrained traditional birth attendant"
"DHS2011","IR61","m3i_2","assistance: untrained traditional birth attendant"
"DHS2011","IR61","m3i_3","assistance: untrained traditional birth attendant"
"DHS2011","IR61","m3i_4","assistance: untrained traditional birth attendant"
"DHS2011","IR61","m3i_5","assistance: untrained traditional birth attendant"
"DHS2011","IR61","m3i_6","assistance: untrained traditional birth attendant"
"DHS2011","IR61","m3j_1","assistance: relatives"
"DHS2011","IR61","m3j_2","assistance: relatives"
"DHS2011","IR61","m3j_3","assistance: relatives"
"DHS2011","IR61","m3j_4","assistance: relatives"
"DHS2011","IR61","m3j_5","assistance: relatives"
"DHS2011","IR61","m3j_6","assistance: relatives"
"DHS2011","IR61","m3k_1","assistance: other"
"DHS2011","IR61","m3k_2","assistance: other"
"DHS2011","IR61","m3k_3","assistance: other"
"DHS2011","IR61","m3k_4","assistance: other"
"DHS2011","IR61","m3k_5","assistance: other"
"DHS2011","IR61","m3k_6","assistance: other"
"DHS2011","IR61","m3l_1","assistance: family welfare assistant"
"DHS2011","IR61","m3l_2","assistance: family welfare assistant"
"DHS2011","IR61","m3l_3","assistance: family welfare assistant"
"DHS2011","IR61","m3l_4","assistance: family welfare assistant"
"DHS2011","IR61","m3l_5","assistance: family welfare assistant"
"DHS2011","IR61","m3l_6","assistance: family welfare assistant"
"DHS2011","IR61","m3m_1","assistance: ngo worker"
"DHS2011","IR61","m3m_2","assistance: ngo worker"
"DHS2011","IR61","m3m_3","assistance: ngo worker"
"DHS2011","IR61","m3m_4","assistance: ngo worker"
"DHS2011","IR61","m3m_5","assistance: ngo worker"
"DHS2011","IR61","m3m_6","assistance: ngo worker"
"DHS2011","IR61","m3n_1","assistance: no one"
"DHS2011","IR61","m3n_2","assistance: no one"
"DHS2011","IR61","m3n_3","assistance: no one"
"DHS2011","IR61","m3n_4","assistance: no one"
"DHS2011","IR61","m3n_5","assistance: no one"
"DHS2011","IR61","m3n_6","assistance: no one"
"DHS2011","IR61","m4_1","duration of breastfeeding"
"DHS2011","IR61","m4_2","duration of breastfeeding"
"DHS2011","IR61","m4_3","duration of breastfeeding"
"DHS2011","IR61","m4_4","duration of breastfeeding"
"DHS2011","IR61","m4_5","duration of breastfeeding"
"DHS2011","IR61","m4_6","duration of breastfeeding"
"DHS2011","IR61","m5_1","months of breastfeeding"
"DHS2011","IR61","m5_2","months of breastfeeding"
"DHS2011","IR61","m5_3","months of breastfeeding"
"DHS2011","IR61","m5_4","months of breastfeeding"
"DHS2011","IR61","m5_5","months of breastfeeding"
"DHS2011","IR61","m5_6","months of breastfeeding"
"DHS2011","IR61","m6_1","duration of amenorrhea"
"DHS2011","IR61","m6_2","duration of amenorrhea"
"DHS2011","IR61","m6_3","duration of amenorrhea"
"DHS2011","IR61","m6_4","duration of amenorrhea"
"DHS2011","IR61","m6_5","duration of amenorrhea"
"DHS2011","IR61","m6_6","duration of amenorrhea"
"DHS2011","IR61","m7_1","months of amenorrhea"
"DHS2011","IR61","m7_2","months of amenorrhea"
