"TotalPages","Data.DataId","Data.Indicator","Data.SurveyId","Data.IsPreferred","Data.Value","Data.SDRID","Data.Precision","Data.RegionId","Data.SurveyYearLabel","Data.SurveyType","Data.SurveyYear","Data.IndicatorOrder","Data.DHS_CountryCode","Data.CILow","Data.CountryName","Data.IndicatorType","Data.CharacteristicId","Data.CharacteristicCategory","Data.IndicatorId","Data.CharacteristicOrder","Data.CharacteristicLabel","Data.ByVariableLabel","Data.DenominatorUnweighted","Data.DenominatorWeighted","Data.CIHigh","Data.IsTotal","Data.ByVariableId","RecordsReturned","Page","RecordCount"
2,31506,"Children stunted","BD2011DHS",1,41.3,"CNNUTSCHA2",1,"",2011,"DHS",2011,104236020,"BD","","Bangladesh","I",1000,"Total","CN_NUTS_C_HA2",0,"Total","","7826","7861","",1,0,1000,1,1667
2,31514,"Mean height for age of children","BD2011DHS",1,-1.7,"CNNUTSCHAM",1,"",2011,"DHS",2011,104236030,"BD","","Bangladesh","I",1000,"Total","CN_NUTS_C_HAM",0,"Total","","7826","7861","",1,0,1000,1,1667
2,31515,"Children severely wasted","BD2011DHS",1,4,"CNNUTSCWH3",1,"",2011,"DHS",2011,104236040,"BD","","Bangladesh","I",1000,"Total","CN_NUTS_C_WH3",0,"Total","","7826","7861","",1,0,1000,1,1667
2,31516,"Children wasted","BD2011DHS",1,15.6,"CNNUTSCWH2",1,"",2011,"DHS",2011,104236050,"BD","","Bangladesh","I",1000,"Total","CN_NUTS_C_WH2",0,"Total","","7826","7861","",1,0,1000,1,1667
2,31517,"Children overweight","BD2011DHS",1,1.5,"CNNUTSCWHP",1,"",2011,"DHS",2011,104236060,"BD","","Bangladesh","I",1000,"Total","CN_NUTS_C_WHP",0,"Total","","7826","7861","",1,0,1000,1,1667
2,31507,"Mean weight for height of children","BD2011DHS",1,-0.9,"CNNUTSCWHM",1,"",2011,"DHS",2011,104236070,"BD","","Bangladesh","I",1000,"Total","CN_NUTS_C_WHM",0,"Total","","7826","7861","",1,0,1000,1,1667
2,31503,"Children severely underweight","BD2011DHS",1,10.4,"CNNUTSCWA3",1,"",2011,"DHS",2011,104236080,"BD","","Bangladesh","I",1000,"Total","CN_NUTS_C_WA3",0,"Total","","7826","7861","",1,0,1000,1,1667
2,31508,"Children underweight","BD2011DHS",1,36.4,"CNNUTSCWA2",1,"",2011,"DHS",2011,104236090,"BD","","Bangladesh","I",1000,"Total","CN_NUTS_C_WA2",0,"Total","","7826","7861","",1,0,1000,1,1667
2,31504,"Children overweight for their age","BD2011DHS",1,0.3,"CNNUTSCWAP",1,"",2011,"DHS",2011,104236100,"BD","","Bangladesh","I",1000,"Total","CN_NUTS_C_WAP",0,"Total","","7826","7861","",1,0,1000,1,1667
2,31500,"Mean weight for age of children","BD2011DHS",1,-1.6,"CNNUTSCWAM",1,"",2011,"DHS",2011,104236110,"BD","","Bangladesh","I",1000,"Total","CN_NUTS_C_WAM",0,"Total","","7826","7861","",1,0,1000,1,1667
2,31501,"Number of children under age five","BD2011DHS",1,7861,"CNNUTSCNUM",0,"",2011,"DHS",2011,104236120,"BD","","Bangladesh","D",1000,"Total","CN_NUTS_C_NUM",0,"Total","","7826","","",1,0,1000,1,1667
2,31509,"Number of children under age five (unweighted)","BD2011DHS",1,7826,"CNNUTSCUNW",0,"",2011,"DHS",2011,104236130,"BD","","Bangladesh","U",1000,"Total","CN_NUTS_C_UNW",0,"Total","","","7861","",1,0,1000,1,1667
2,250202,"Children ever breastfed","BD2011DHS",1,98.5,"CNBRFICEVR",1,"",2011,"DHS",2011,104266010,"BD","","Bangladesh","I",1000,"Total","CN_BRFI_C_EVR",0,"Total","","3250","3264","",1,0,1000,1,1667
2,250200,"Children who started breastfeeding within 1 hour of birth","BD2011DHS",1,47,"CNBRFIC1HR",1,"",2011,"DHS",2011,104266020,"BD","","Bangladesh","I",1000,"Total","CN_BRFI_C_1HR",0,"Total","","3250","3264","",1,0,1000,1,1667
2,250201,"Children who started breastfeeding within 1 day of birth","BD2011DHS",1,90.3,"CNBRFIC1DY",1,"",2011,"DHS",2011,104266030,"BD","","Bangladesh","I",1000,"Total","CN_BRFI_C_1DY",0,"Total","","3250","3264","",1,0,1000,1,1667
2,31505,"Number of last-born children born in the last two years","BD2011DHS",1,3264,"CNBRFICNUM",0,"",2011,"DHS",2011,104266040,"BD","","Bangladesh","D",1000,"Total","CN_BRFI_C_NUM",0,"Total","","3250","","",1,0,1000,1,1667
2,250199,"Number of last-born children born in the last two years (unweighted)","BD2011DHS",1,3250,"CNBRFICUNW",0,"",2011,"DHS",2011,104266050,"BD","","Bangladesh","U",1000,"Total","CN_BRFI_C_UNW",0,"Total","","","3264","",1,0,1000,1,1667
2,271494,"Children who received a prelacteal feed","BD2011DHS",1,38.6,"CNBRFICPLF",1,"",2011,"DHS",2011,104266060,"BD","","Bangladesh","I",1000,"Total","CN_BRFI_C_PLF",0,"Total","","3197","3215","",1,0,1000,1,1667
2,31510,"Number of last-born children ever breastfed","BD2011DHS",1,3215,"CNBRFICNME",0,"",2011,"DHS",2011,104266070,"BD","","Bangladesh","D",1000,"Total","CN_BRFI_C_NME",0,"Total","","3197","","",1,0,1000,1,1667
2,271495,"Number of last-born children ever breastfed (unweighted)","BD2011DHS",1,3197,"CNBRFICUNE",0,"",2011,"DHS",2011,104266080,"BD","","Bangladesh","U",1000,"Total","CN_BRFI_C_UNE",0,"Total","","","3215","",1,0,1000,1,1667
2,243323,"Children not breastfeeding","BD2011DHS",1,0.8,"CNBRFSCNOT",1,"",2011,"DHS",2011,104306010,"BD","","Bangladesh","I",295001,"Age in months (other groupings)","CN_BRFS_C_NOT",21001,"0-5","","789","810","",1,0,1000,1,1667
2,243324,"Children exclusively breastfed","BD2011DHS",1,63.5,"CNBRFSCEXB",1,"",2011,"DHS",2011,104306020,"BD","","Bangladesh","I",295001,"Age in months (other groupings)","CN_BRFS_C_EXB",21001,"0-5","","789","810","",1,0,1000,1,1667
2,243321,"Children breastfeeding and consuming plain water only","BD2011DHS",1,9.9,"CNBRFSCWAT",1,"",2011,"DHS",2011,104306030,"BD","","Bangladesh","I",295001,"Age in months (other groupings)","CN_BRFS_C_WAT",21001,"0-5","","789","810","",1,0,1000,1,1667
2,243317,"Children breastfeeding and consuming non-milk liquids","BD2011DHS",1,2.6,"CNBRFSCLIQ",1,"",2011,"DHS",2011,104306040,"BD","","Bangladesh","I",295001,"Age in months (other groupings)","CN_BRFS_C_LIQ",21001,"0-5","","789","810","",1,0,1000,1,1667
2,243322,"Children breastfeeding and consuming other milk","BD2011DHS",1,14.7,"CNBRFSCMLK",1,"",2011,"DHS",2011,104306050,"BD","","Bangladesh","I",295001,"Age in months (other groupings)","CN_BRFS_C_MLK",21001,"0-5","","789","810","",1,0,1000,1,1667
2,243318,"Children breastfeeding and consuming complementary foods","BD2011DHS",1,8.5,"CNBRFSCCMP",1,"",2011,"DHS",2011,104306060,"BD","","Bangladesh","I",295001,"Age in months (other groupings)","CN_BRFS_C_CMP",21001,"0-5","","789","810","",1,0,1000,1,1667
2,243315,"Children: Total","BD2011DHS",1,100,"CNBRFSCTOT",1,"",2011,"DHS",2011,104306070,"BD","","Bangladesh","T",295001,"Age in months (other groupings)","CN_BRFS_C_TOT",21001,"0-5","","789","810","",1,0,1000,1,1667
2,243316,"Children currently breastfeeding","BD2011DHS",1,99.2,"CNBRFSCBRF",1,"",2011,"DHS",2011,104306080,"BD","","Bangladesh","I",295001,"Age in months (other groupings)","CN_BRFS_C_BRF",21001,"0-5","","789","810","",1,0,1000,1,1667
2,31922,"Number of youngest children under two years living with the mother","BD2011DHS",1,810,"CNBRFSCNUM",0,"",2011,"DHS",2011,104306090,"BD","","Bangladesh","D",295001,"Age in months (other groupings)","CN_BRFS_C_NUM",21001,"0-5","","789","","",1,0,1000,1,1667
2,243320,"Number of youngest children under two years living with the mother (unweighted)","BD2011DHS",1,789,"CNBRFSCUNW",0,"",2011,"DHS",2011,104306100,"BD","","Bangladesh","U",295001,"Age in months (other groupings)","CN_BRFS_C_UNW",21001,"0-5","","","810","",1,0,1000,1,1667
2,335266,"Children using a bottle with a nipple","BD2011DHS",1,16.1,"CNBRFSCBNP",1,"",2011,"DHS",2011,104306110,"BD","","Bangladesh","I",295001,"Age in months (other groupings)","CN_BRFS_C_BNP",21001,"0-5","","795","816","",1,0,1000,1,1667
2,31924,"Number of children under two years of age","BD2011DHS",1,816,"CNBRFSCNM2",0,"",2011,"DHS",2011,104306120,"BD","","Bangladesh","D",295001,"Age in months (other groupings)","CN_BRFS_C_NM2",21001,"0-5","","795","","",1,0,1000,1,1667
2,335264,"Number of children under two years of age (unweighted)","BD2011DHS",1,795,"CNBRFSCUN2",0,"",2011,"DHS",2011,104306130,"BD","","Bangladesh","U",295001,"Age in months (other groupings)","CN_BRFS_C_UN2",21001,"0-5","","","816","",1,0,1000,1,1667
2,31513,"Median duration of any breastfeeding","BD2011DHS",1,31.3,"CNBFDRCMDA",1,"",2011,"DHS",2011,104336010,"BD","","Bangladesh","I",1000,"Total","CN_BFDR_C_MDA",0,"Total","","","","",1,0,1000,1,1667
2,31511,"Median duration of exclusive breastfeeding","BD2011DHS",1,3.4,"CNBFDRCMDE",1,"",2011,"DHS",2011,104336020,"BD","","Bangladesh","I",1000,"Total","CN_BFDR_C_MDE",0,"Total","","","","",1,0,1000,1,1667
2,31512,"Median duration of predominant breastfeeding","BD2011DHS",1,4.8,"CNBFDRCMDP",1,"",2011,"DHS",2011,104336030,"BD","","Bangladesh","I",1000,"Total","CN_BFDR_C_MDP",0,"Total","","","","",1,0,1000,1,1667
2,313185,"Mean duration of any breastfeeding","BD2011DHS",1,28.8,"CNBFDRCMNA",1,"",2011,"DHS",2011,104336040,"BD","","Bangladesh","I",1000,"Total","CN_BFDR_C_MNA",0,"Total","","4964","4956","",1,0,1000,1,1667
2,313186,"Mean duration of exclusive breastfeeding","BD2011DHS",1,4.4,"CNBFDRCMNE",1,"",2011,"DHS",2011,104336050,"BD","","Bangladesh","I",1000,"Total","CN_BFDR_C_MNE",0,"Total","","4964","4956","",1,0,1000,1,1667
2,313187,"Mean duration of predominant breastfeeding","BD2011DHS",1,6.3,"CNBFDRCMNP",1,"",2011,"DHS",2011,104336060,"BD","","Bangladesh","I",1000,"Total","CN_BFDR_C_MNP",0,"Total","","4964","4956","",1,0,1000,1,1667
2,31518,"Number of children","BD2011DHS",1,4956,"CNBFDRCNUM",0,"",2011,"DHS",2011,104336070,"BD","","Bangladesh","D",1000,"Total","CN_BFDR_C_NUM",0,"Total","","4964","","",1,0,1000,1,1667
2,313184,"Number of children (unweighted)","BD2011DHS",1,4964,"CNBFDRCUNW",0,"",2011,"DHS",2011,104336080,"BD","","Bangladesh","U",1000,"Total","CN_BFDR_C_UNW",0,"Total","","","4956","",1,0,1000,1,1667
2,413847,"Breastfeeding children receiving infant formula","BD2011DHS",1,6.9,"CNFDBFCINF",1,"",2011,"DHS",2011,104366010,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_INF",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413840,"Breastfeeding children receiving other milk","BD2011DHS",1,19.6,"CNFDBFCMLK",1,"",2011,"DHS",2011,104366020,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_MLK",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413848,"Breastfeeding children receiving other liquids","BD2011DHS",1,17.8,"CNFDBFCLIQ",1,"",2011,"DHS",2011,104366030,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_LIQ",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413841,"Breastfeeding children receiving fortified baby food","BD2011DHS",1,3.6,"CNFDBFCBBY",1,"",2011,"DHS",2011,104366040,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_BBY",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413836,"Breastfeeding children receiving foods made from grains","BD2011DHS",1,55.4,"CNFDBFCGRN",1,"",2011,"DHS",2011,104366050,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_GRN",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413837,"Breastfeeding children receiving fruits and vegetables rich in vitamin a","BD2011DHS",1,27.2,"CNFDBFCVTA",1,"",2011,"DHS",2011,104366060,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_VTA",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413838,"Breastfeeding children receiving other fruits and vegetables","BD2011DHS",1,13.3,"CNFDBFCFVG",1,"",2011,"DHS",2011,104366070,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_FVG",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413839,"Breastfeeding children receiving food made from roots and tubers","BD2011DHS",1,30.3,"CNFDBFCRTS",1,"",2011,"DHS",2011,104366080,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_RTS",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413842,"Breastfeeding children receiving food made from legumes and nuts","BD2011DHS",1,4.2,"CNFDBFCLEG",1,"",2011,"DHS",2011,104366090,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_LEG",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413849,"Breastfeeding children receiving meat, fish, poultry","BD2011DHS",1,31.8,"CNFDBFCMTF",1,"",2011,"DHS",2011,104366100,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_MTF",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413843,"Breastfeeding children receiving eggs","BD2011DHS",1,18.5,"CNFDBFCEGG",1,"",2011,"DHS",2011,104366110,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_EGG",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413850,"Breastfeeding children receiving meat, fish, eggs","BD2011DHS",1,38.9,"CNFDBFCMFE",1,"",2011,"DHS",2011,104366120,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_MFE",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413844,"Breastfeeding children receiving cheese, yogurt, other milk product","BD2011DHS",1,4.8,"CNFDBFCCHS",1,"",2011,"DHS",2011,104366130,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_CHS",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413845,"Breastfeeding children receiving other foods","BD2011DHS",1,35,"CNFDBFCOTH",1,"",2011,"DHS",2011,104366140,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_OTH",0,"Total","","3000","3026","",1,0,1000,1,1667
2,413846,"Breastfeeding children receiving any solid or semi-solid food","BD2011DHS",1,65.7,"CNFDBFCSLD",1,"",2011,"DHS",2011,104366150,"BD","","Bangladesh","I",1000,"Total","CN_FDBF_C_SLD",0,"Total","","3000","3026","",1,0,1000,1,1667
2,428509,"Number of children being breastfed","BD2011DHS",1,3026,"CNFDBFCNUM",0,"",2011,"DHS",2011,104366160,"BD","","Bangladesh","D",1000,"Total","CN_FDBF_C_NUM",0,"Total","","3000","","",1,0,1000,1,1667
2,276341,"Number of children being breastfed (unweighted)","BD2011DHS",1,3000,"CNFDBFCUNW",0,"",2011,"DHS",2011,104366170,"BD","","Bangladesh","U",1000,"Total","CN_FDBF_C_UNW",0,"Total","","","3026","",1,0,1000,1,1667
2,345694,"Non-breastfeeding children receiving infant formula","BD2011DHS",1,23.5,"CNFDNBCINF",1,"",2011,"DHS",2011,104406010,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_INF",0,"Total","","145","141","",1,0,1000,1,1667
2,345686,"Non-breastfeeding children receiving other milk","BD2011DHS",1,41,"CNFDNBCMLK",1,"",2011,"DHS",2011,104406020,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_MLK",0,"Total","","145","141","",1,0,1000,1,1667
2,345695,"Non-breastfeeding children receiving other liquids","BD2011DHS",1,35.4,"CNFDNBCLIQ",1,"",2011,"DHS",2011,104406030,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_LIQ",0,"Total","","145","141","",1,0,1000,1,1667
2,345689,"Non-breastfeeding children receiving fortified baby food","BD2011DHS",1,16,"CNFDNBCBBY",1,"",2011,"DHS",2011,104406040,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_BBY",0,"Total","","145","141","",1,0,1000,1,1667
2,345690,"Non-breastfeeding children receiving foods made from grains","BD2011DHS",1,73.1,"CNFDNBCGRN",1,"",2011,"DHS",2011,104406050,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_GRN",0,"Total","","145","141","",1,0,1000,1,1667
2,345691,"Non-breastfeeding children receiving fruits and vegetables rich in vitamin a","BD2011DHS",1,39.1,"CNFDNBCVTA",1,"",2011,"DHS",2011,104406060,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_VTA",0,"Total","","145","141","",1,0,1000,1,1667
2,345692,"Non-breastfeeding children receiving other fruits and vegetables","BD2011DHS",1,17.9,"CNFDNBCFVG",1,"",2011,"DHS",2011,104406070,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_FVG",0,"Total","","145","141","",1,0,1000,1,1667
2,345693,"Non-breastfeeding children receiving food made from roots and tubers","BD2011DHS",1,41.7,"CNFDNBCRTS",1,"",2011,"DHS",2011,104406080,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_RTS",0,"Total","","145","141","",1,0,1000,1,1667
2,345687,"Non-breastfeeding children receiving food made from legumes and nuts","BD2011DHS",1,9.3,"CNFDNBCLEG",1,"",2011,"DHS",2011,104406090,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_LEG",0,"Total","","145","141","",1,0,1000,1,1667
2,345696,"Non-breastfeeding children receiving meat, fish, poultry","BD2011DHS",1,51.6,"CNFDNBCMTF",1,"",2011,"DHS",2011,104406100,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_MTF",0,"Total","","145","141","",1,0,1000,1,1667
2,345688,"Non-breastfeeding children receiving eggs","BD2011DHS",1,27.6,"CNFDNBCEGG",1,"",2011,"DHS",2011,104406110,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_EGG",0,"Total","","145","141","",1,0,1000,1,1667
2,345697,"Non-breastfeeding children receiving meat, fish, eggs","BD2011DHS",1,62.7,"CNFDNBCMFE",1,"",2011,"DHS",2011,104406120,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_MFE",0,"Total","","145","141","",1,0,1000,1,1667
2,345698,"Non-breastfeeding children receiving cheese, yogurt, other milk product","BD2011DHS",1,14.6,"CNFDNBCCHS",1,"",2011,"DHS",2011,104406130,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_CHS",0,"Total","","145","141","",1,0,1000,1,1667
2,345699,"Non-breastfeeding children receiving other foods","BD2011DHS",1,40.5,"CNFDNBCOTH",1,"",2011,"DHS",2011,104406140,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_OTH",0,"Total","","145","141","",1,0,1000,1,1667
2,345700,"Non-breastfeeding children receiving any solid or semi-solid food","BD2011DHS",1,84.9,"CNFDNBCSLD",1,"",2011,"DHS",2011,104406150,"BD","","Bangladesh","I",1000,"Total","CN_FDNB_C_SLD",0,"Total","","145","141","",1,0,1000,1,1667
2,357044,"Number of children not being breastfed","BD2011DHS",1,141,"CNFDNBCNUM",0,"",2011,"DHS",2011,104406160,"BD","","Bangladesh","D",1000,"Total","CN_FDNB_C_NUM",0,"Total","","145","","",1,0,1000,1,1667
2,299293,"Number of children not being breastfed (unweighted)","BD2011DHS",1,145,"CNFDNBCUNW",0,"",2011,"DHS",2011,104406170,"BD","","Bangladesh","U",1000,"Total","CN_FDNB_C_UNW",0,"Total","","","141","",1,0,1000,1,1667
2,451157,"Breastfed children 6-23 months fed 4+ food groups","BD2011DHS",1,24.2,"CNIYCFC4FB",1,"",2011,"DHS",2011,104436010,"BD","","Bangladesh","I",1000,"Total","CN_IYCF_C_4FB",0,"Total","","2217","2223","",1,0,1000,1,1667
2,451160,"Breastfed children 6-23 months fed the minimum meal frequency","BD2011DHS",1,64.2,"CNIYCFCMNB",1,"",2011,"DHS",2011,104436020,"BD","","Bangladesh","I",1000,"Total","CN_IYCF_C_MNB",0,"Total","","2217","2223","",1,0,1000,1,1667
2,451158,"Breastfed children 6-23 months fed both 4+ food groups and the minimum meal frequency","BD2011DHS",1,21.2,"CNIYCFCBTB",1,"",2011,"DHS",2011,104436030,"BD","","Bangladesh","I",1000,"Total","CN_IYCF_C_BTB",0,"Total","","2217","2223","",1,0,1000,1,1667
2,451159,"Number of breastfed children 6-23 months","BD2011DHS",1,2223,"CNIYCFCNMB",0,"",2011,"DHS",2011,104436040,"BD","","Bangladesh","D",1000,"Total","CN_IYCF_C_NMB",0,"Total","","2217","","",1,0,1000,1,1667
2,31524,"Number of breastfed children 6-23 months (unweighted)","BD2011DHS",1,2217,"CNIYCFCUNB",0,"",2011,"DHS",2011,104436050,"BD","","Bangladesh","U",1000,"Total","CN_IYCF_C_UNB",0,"Total","","","2223","",1,0,1000,1,1667
2,399669,"Non-breastfed children 6-23 months fed milk or milk products","BD2011DHS",1,55.3,"CNIYCFCMKN",1,"",2011,"DHS",2011,104436060,"BD","","Bangladesh","I",1000,"Total","CN_IYCF_C_MKN",0,"Total","","139","135","",1,0,1000,1,1667
2,399670,"Non-breastfed children 6-23 months fed 4+ food groups","BD2011DHS",1,41.3,"CNIYCFC4FN",1,"",2011,"DHS",2011,104436070,"BD","","Bangladesh","I",1000,"Total","CN_IYCF_C_4FN",0,"Total","","139","135","",1,0,1000,1,1667
2,399671,"Non-breastfed children 6-23 months fed the minimum meal frequency","BD2011DHS",1,68.5,"CNIYCFCMNN",1,"",2011,"DHS",2011,104436080,"BD","","Bangladesh","I",1000,"Total","CN_IYCF_C_MNN",0,"Total","","139","135","",1,0,1000,1,1667
2,399673,"Non-breastfed children 6-23 months with 3 IYCF practices","BD2011DHS",1,14.8,"CNIYCFC3PN",1,"",2011,"DHS",2011,104436090,"BD","","Bangladesh","I",1000,"Total","CN_IYCF_C_3PN",0,"Total","","139","135","",1,0,1000,1,1667
2,399672,"Number of nonbreastfed children 6-23 months","BD2011DHS",1,135,"CNIYCFCNMN",0,"",2011,"DHS",2011,104436100,"BD","","Bangladesh","D",1000,"Total","CN_IYCF_C_NMN",0,"Total","","139","","",1,0,1000,1,1667
2,31525,"Number of nonbreastfed children 6-23 months (unweighted)","BD2011DHS",1,139,"CNIYCFCUNN",0,"",2011,"DHS",2011,104436110,"BD","","Bangladesh","U",1000,"Total","CN_IYCF_C_UNN",0,"Total","","","135","",1,0,1000,1,1667
2,31520,"Children 6-23 months fed breastmilk, milk, or milk-products","BD2011DHS",1,97.4,"CNIYCFCMKA",1,"",2011,"DHS",2011,104436120,"BD","","Bangladesh","I",1000,"Total","CN_IYCF_C_MKA",0,"Total","","2356","2358","",1,0,1000,1,1667
2,31521,"Children 6-23 months fed 4+ food groups","BD2011DHS",1,25.2,"CNIYCFC4FA",1,"",2011,"DHS",2011,104436130,"BD","","Bangladesh","I",1000,"Total","CN_IYCF_C_4FA",0,"Total","","2356","2358","",1,0,1000,1,1667
2,31522,"Children 6-23 months fed the minimum meal frequency","BD2011DHS",1,64.5,"CNIYCFCMNA",1,"",2011,"DHS",2011,104436140,"BD","","Bangladesh","I",1000,"Total","CN_IYCF_C_MNA",0,"Total","","2356","2358","",1,0,1000,1,1667
2,31527,"Children 6-23 months with 3 IYCF practices","BD2011DHS",1,20.9,"CNIYCFC3PA",1,"",2011,"DHS",2011,104436150,"BD","","Bangladesh","I",1000,"Total","CN_IYCF_C_3PA",0,"Total","","2356","2358","",1,0,1000,1,1667
2,31523,"Number of all children 6-23 months","BD2011DHS",1,2358,"CNIYCFCNMA",0,"",2011,"DHS",2011,104436160,"BD","","Bangladesh","D",1000,"Total","CN_IYCF_C_NMA",0,"Total","","2356","","",1,0,1000,1,1667
2,31526,"Number of all children 6-23 months (unweighted)","BD2011DHS",1,2356,"CNIYCFCUNA",0,"",2011,"DHS",2011,104436170,"BD","","Bangladesh","U",1000,"Total","CN_IYCF_C_UNA",0,"Total","","","2358","",1,0,1000,1,1667
2,31532,"Children with any anemia","BD2011DHS",1,51.3,"CNANMCCANY",1,"",2011,"DHS",2011,104466010,"BD","","Bangladesh","I",1000,"Total","CN_ANMC_C_ANY",0,"Total","","2361","2353","",1,0,1000,1,1667
2,31529,"Children with mild anemia","BD2011DHS",1,29.2,"CNANMCCMLD",1,"",2011,"DHS",2011,104466020,"BD","","Bangladesh","I",1000,"Total","CN_ANMC_C_MLD",0,"Total","","2361","2353","",1,0,1000,1,1667
2,31533,"Children with moderate anemia","BD2011DHS",1,21.4,"CNANMCCMOD",1,"",2011,"DHS",2011,104466030,"BD","","Bangladesh","I",1000,"Total","CN_ANMC_C_MOD",0,"Total","","2361","2353","",1,0,1000,1,1667
2,31530,"Children with severe anemia","BD2011DHS",1,0.7,"CNANMCCSEV",1,"",2011,"DHS",2011,104466040,"BD","","Bangladesh","I",1000,"Total","CN_ANMC_C_SEV",0,"Total","","2361","2353","",1,0,1000,1,1667
2,31531,"Number of children under age 5","BD2011DHS",1,2353,"CNANMCCNUM",0,"",2011,"DHS",2011,104466050,"BD","","Bangladesh","D",1000,"Total","CN_ANMC_C_NUM",0,"Total","","2361","","",1,0,1000,1,1667
2,31536,"Number of children under age 5 (unweighted)","BD2011DHS",1,2361,"CNANMCCUNW",0,"",2011,"DHS",2011,104466060,"BD","","Bangladesh","U",1000,"Total","CN_ANMC_C_UNW",0,"Total","","","2353","",1,0,1000,1,1667
2,31539,"Children 6-23 months that consumed foods rich in vitamin A in the last 24 hours","BD2011DHS",1,63.8,"CNMIACCVAF",1,"",2011,"DHS",2011,104506010,"BD","","Bangladesh","I",1000,"Total","CN_MIAC_C_VAF",0,"Total","","2356","2358","",1,0,1000,1,1667
2,31544,"Children 6-23 months that consumed foods rich in iron in the last 24 hours","BD2011DHS",1,53.6,"CNMIACCIRF",1,"",2011,"DHS",2011,104506020,"BD","","Bangladesh","I",1000,"Total","CN_MIAC_C_IRF",0,"Total","","2356","2358","",1,0,1000,1,1667
2,31543,"Number of youngest children age 6-23 months living with mother","BD2011DHS",1,2358,"CNMIACCNM1",0,"",2011,"DHS",2011,104506030,"BD","","Bangladesh","D",1000,"Total","CN_MIAC_C_NM1",0,"Total","","2356","","",1,0,1000,1,1667
2,31547,"Number of youngest children age 6-23 months living with mother (unweighted)","BD2011DHS",1,2356,"CNMIACCUN1",0,"",2011,"DHS",2011,104506040,"BD","","Bangladesh","U",1000,"Total","CN_MIAC_C_UN1",0,"Total","","","2358","",1,0,1000,1,1667
2,31554,"Children consuming vitamin A supplements","BD2011DHS",1,62.1,"CNMIACCVAS",1,"",2011,"DHS",2011,104506050,"BD","","Bangladesh","I",1000,"Total","CN_MIAC_C_VAS",0,"Total","","7537","7579","",1,0,1000,1,1667
2,31551,"Children given iron supplements in past 7 days","BD2011DHS",1,2.3,"CNMIACCIRS",1,"",2011,"DHS",2011,104506060,"BD","","Bangladesh","I",1000,"Total","CN_MIAC_C_IRS",0,"Total","","7537","7579","",1,0,1000,1,1667
2,31552,"Children given deworming medication in past 6 months","BD2011DHS",1,50.2,"CNMIACCDWM",1,"",2011,"DHS",2011,104506070,"BD","","Bangladesh","I",1000,"Total","CN_MIAC_C_DWM",0,"Total","","7537","7579","",1,0,1000,1,1667
2,31553,"Number of children age 6-59 months","BD2011DHS",1,7579,"CNMIACCNM2",0,"",2011,"DHS",2011,104506080,"BD","","Bangladesh","D",1000,"Total","CN_MIAC_C_NM2",0,"Total","","7537","","",1,0,1000,1,1667
